zmax> 29.0
ymax> 18.2
zmin> -35.0
nx> 9
ny> 7
nz> 10
xmax> 24.9
xmin> -30.0
ymin> -25.0
! X	             Y	             Z	            Fx	            Fy	            Fz
1.27000000E+01	-1.06000000E+01	-1.10000000E+01	-1.28381234E+01	2.28310901E+01	-1.06269464E+01
1.88000000E+01	-1.06000000E+01	-1.10000000E+01	-1.12329073E+01	2.29755637E+01	-7.78520193E+00
2.49000000E+01	-1.06000000E+01	-1.10000000E+01	-9.57331768E+00	2.28922868E+01	-4.22483588E+00
-3.00000000E+01	-3.40000000E+00	-1.10000000E+01	-1.00163549E+01	2.07264079E+01	-9.33731062E-01
-2.39000000E+01	-3.40000000E+00	-1.10000000E+01	-1.05536320E+01	2.02231854E+01	-4.84457689E+00
-1.78000000E+01	-3.40000000E+00	-1.10000000E+01	-1.11951162E+01	2.01347698E+01	-8.30823875E+00
-1.17000000E+01	-3.40000000E+00	-1.10000000E+01	-1.17910494E+01	2.04818020E+01	-1.10049995E+01
-5.60000000E+00	-3.40000000E+00	-1.10000000E+01	-1.22023080E+01	2.11832657E+01	-1.26859318E+01
5.00000000E-01	-3.40000000E+00	-1.10000000E+01	-1.23328814E+01	2.20754003E+01	-1.31958752E+01
6.60000000E+00	-3.40000000E+00	-1.10000000E+01	-1.21522865E+01	2.29499323E+01	-1.24877589E+01
1.27000000E+01	-3.40000000E+00	-1.10000000E+01	-1.17026842E+01	2.36026975E+01	-1.06269464E+01
1.88000000E+01	-3.40000000E+00	-1.10000000E+01	-1.10890366E+01	2.38813046E+01	-7.78520193E+00
2.49000000E+01	-3.40000000E+00	-1.10000000E+01	-1.04546029E+01	2.37207110E+01	-4.22483588E+00
-3.00000000E+01	3.80000000E+00	-1.10000000E+01	-1.20940577E+01	2.07454425E+01	-9.33731062E-01
-2.39000000E+01	3.80000000E+00	-1.10000000E+01	-1.14964720E+01	2.02497410E+01	-4.84457689E+00
-1.78000000E+01	3.80000000E+00	-1.10000000E+01	-1.07829823E+01	2.01626468E+01	-8.30823875E+00
-1.17000000E+01	3.80000000E+00	-1.10000000E+01	-1.01201566E+01	2.05044924E+01	-1.10049995E+01
-5.60000000E+00	3.80000000E+00	-1.10000000E+01	-9.66273492E+00	2.11954722E+01	-1.26859318E+01
5.00000000E-01	3.80000000E+00	-1.10000000E+01	-9.51750491E+00	2.20742734E+01	-1.31958752E+01
6.60000000E+00	3.80000000E+00	-1.10000000E+01	-9.71837125E+00	2.29357350E+01	-1.24877589E+01
1.27000000E+01	3.80000000E+00	-1.10000000E+01	-1.02184406E+01	2.35787443E+01	-1.06269464E+01
1.88000000E+01	3.80000000E+00	-1.10000000E+01	-1.09009692E+01	2.38531873E+01	-7.78520193E+00
2.49000000E+01	3.80000000E+00	-1.10000000E+01	-1.16066170E+01	2.36949940E+01	-4.22483588E+00
-3.00000000E+01	1.10000000E+01	-1.10000000E+01	-1.36286828E+01	2.13872250E+01	-9.33731062E-01
-2.39000000E+01	1.10000000E+01	-1.10000000E+01	-1.21928690E+01	2.11451051E+01	-4.84457689E+00
-1.78000000E+01	1.10000000E+01	-1.10000000E+01	-1.04785736E+01	2.11025648E+01	-8.30823875E+00
-1.17000000E+01	1.10000000E+01	-1.10000000E+01	-8.88600791E+00	2.12695356E+01	-1.10049995E+01
-5.60000000E+00	1.10000000E+01	-1.10000000E+01	-7.78696493E+00	2.16070372E+01	-1.26859318E+01
5.00000000E-01	1.10000000E+01	-1.10000000E+01	-7.43802204E+00	2.20362780E+01	-1.31958752E+01
6.60000000E+00	1.10000000E+01	-1.10000000E+01	-7.92064183E+00	2.24570495E+01	-1.24877589E+01
1.27000000E+01	1.10000000E+01	-1.10000000E+01	-9.12215413E+00	2.27711204E+01	-1.06269464E+01
1.88000000E+01	1.10000000E+01	-1.10000000E+01	-1.07620595E+01	2.29051692E+01	-7.78520193E+00
2.49000000E+01	1.10000000E+01	-1.10000000E+01	-1.24575134E+01	2.28279013E+01	-4.22483588E+00
-3.00000000E+01	1.82000000E+01	-1.10000000E+01	-1.38584599E+01	2.23331821E+01	-9.33731062E-01
-2.39000000E+01	1.82000000E+01	-1.10000000E+01	-1.22971395E+01	2.24648292E+01	-4.84457689E+00
-1.78000000E+01	1.82000000E+01	-1.10000000E+01	-1.04329949E+01	2.24879594E+01	-8.30823875E+00
-1.17000000E+01	1.82000000E+01	-1.10000000E+01	-8.70122070E+00	2.23971730E+01	-1.10049995E+01
-5.60000000E+00	1.82000000E+01	-1.10000000E+01	-7.50610872E+00	2.22136644E+01	-1.26859318E+01
5.00000000E-01	1.82000000E+01	-1.10000000E+01	-7.12666422E+00	2.19802747E+01	-1.31958752E+01
6.60000000E+00	1.82000000E+01	-1.10000000E+01	-7.65147052E+00	2.17514900E+01	-1.24877589E+01
1.27000000E+01	1.82000000E+01	-1.10000000E+01	-8.95800881E+00	2.15807213E+01	-1.06269464E+01
1.88000000E+01	1.82000000E+01	-1.10000000E+01	-1.07412608E+01	2.15078354E+01	-7.78520193E+00
2.49000000E+01	1.82000000E+01	-1.10000000E+01	-1.25849168E+01	2.15498480E+01	-4.22483588E+00
-3.00000000E+01	-2.50000000E+01	-3.00000000E+00	-1.23476161E+00	7.08228603E+00	-2.54653926E-01
-2.39000000E+01	-2.50000000E+01	-3.00000000E+00	-2.19895313E+00	7.50991950E+00	-1.32124824E+00
-1.78000000E+01	-2.50000000E+01	-3.00000000E+00	-3.35015330E+00	7.58505424E+00	-2.26588330E+00
-1.17000000E+01	-2.50000000E+01	-3.00000000E+00	-4.41960832E+00	7.29014965E+00	-3.00136351E+00
-5.60000000E+00	-2.50000000E+01	-3.00000000E+00	-5.15764824E+00	6.69405278E+00	-3.45979958E+00
5.00000000E-01	-2.50000000E+01	-3.00000000E+00	-5.39197372E+00	5.93592560E+00	-3.59887506E+00
6.60000000E+00	-2.50000000E+01	-3.00000000E+00	-5.06788024E+00	5.19275693E+00	-3.40575244E+00
1.27000000E+01	-2.50000000E+01	-3.00000000E+00	-4.26102913E+00	4.63804344E+00	-2.89825811E+00
1.88000000E+01	-2.50000000E+01	-3.00000000E+00	-3.15978408E+00	4.40128594E+00	-2.12323689E+00
2.49000000E+01	-2.50000000E+01	-3.00000000E+00	-2.02123659E+00	4.53775673E+00	-1.15222797E+00
-3.00000000E+01	-1.78000000E+01	-3.00000000E+00	-1.14735878E-01	6.28056174E+00	-2.54653926E-01
-2.39000000E+01	-1.78000000E+01	-3.00000000E+00	-1.69069707E+00	6.39141745E+00	-1.32124824E+00
-1.78000000E+01	-1.78000000E+01	-3.00000000E+00	-3.57232199E+00	6.41089468E+00	-2.26588330E+00
-1.17000000E+01	-1.78000000E+01	-3.00000000E+00	-5.32033529E+00	6.33444637E+00	-3.00136351E+00
-5.60000000E+00	-1.78000000E+01	-3.00000000E+00	-6.52665401E+00	6.17991977E+00	-3.45979958E+00
5.00000000E-01	-1.78000000E+01	-3.00000000E+00	-6.90965662E+00	5.98338995E+00	-3.59887506E+00
6.60000000E+00	-1.78000000E+01	-3.00000000E+00	-6.37992913E+00	5.79073783E+00	-3.40575244E+00
1.27000000E+01	-1.78000000E+01	-3.00000000E+00	-5.06113924E+00	5.64693908E+00	-2.89825811E+00
1.88000000E+01	-1.78000000E+01	-3.00000000E+00	-3.26116545E+00	5.58556427E+00	-2.12323689E+00
2.49000000E+01	-1.78000000E+01	-3.00000000E+00	-1.40022120E+00	5.62094169E+00	-1.15222797E+00
-3.00000000E+01	-1.06000000E+01	-3.00000000E+00	-4.26922198E-01	5.33956982E+00	-2.54653926E-01
-2.39000000E+01	-1.06000000E+01	-3.00000000E+00	-1.83236399E+00	5.07862027E+00	-1.32124824E+00
-1.78000000E+01	-1.06000000E+01	-3.00000000E+00	-3.51039660E+00	5.03277172E+00	-2.26588330E+00
-1.17000000E+01	-1.06000000E+01	-3.00000000E+00	-5.06927442E+00	5.21272774E+00	-3.00136351E+00
-5.60000000E+00	-1.06000000E+01	-3.00000000E+00	-6.14506914E+00	5.57647665E+00	-3.45979958E+00
5.00000000E-01	-1.06000000E+01	-3.00000000E+00	-6.48663076E+00	6.03909934E+00	-3.59887506E+00
6.60000000E+00	-1.06000000E+01	-3.00000000E+00	-6.01421993E+00	6.49259408E+00	-3.40575244E+00
1.27000000E+01	-1.06000000E+01	-3.00000000E+00	-4.83812344E+00	6.83109011E+00	-2.89825811E+00
1.88000000E+01	-1.06000000E+01	-3.00000000E+00	-3.23290728E+00	6.97556375E+00	-2.12323689E+00
2.49000000E+01	-1.06000000E+01	-3.00000000E+00	-1.57331768E+00	6.89228685E+00	-1.15222797E+00
-3.00000000E+01	-3.40000000E+00	-3.00000000E+00	-2.01635486E+00	4.72640787E+00	-2.54653926E-01
-2.39000000E+01	-3.40000000E+00	-3.00000000E+00	-2.55363204E+00	4.22318543E+00	-1.32124824E+00
-1.78000000E+01	-3.40000000E+00	-3.00000000E+00	-3.19511619E+00	4.13476979E+00	-2.26588330E+00
-1.17000000E+01	-3.40000000E+00	-3.00000000E+00	-3.79104943E+00	4.48180204E+00	-3.00136351E+00
-5.60000000E+00	-3.40000000E+00	-3.00000000E+00	-4.20230798E+00	5.18326567E+00	-3.45979958E+00
5.00000000E-01	-3.40000000E+00	-3.00000000E+00	-4.33288135E+00	6.07540026E+00	-3.59887506E+00
6.60000000E+00	-3.40000000E+00	-3.00000000E+00	-4.15228649E+00	6.94993227E+00	-3.40575244E+00
1.27000000E+01	-3.40000000E+00	-3.00000000E+00	-3.70268423E+00	7.60269754E+00	-2.89825811E+00
1.88000000E+01	-3.40000000E+00	-3.00000000E+00	-3.08903661E+00	7.88130456E+00	-2.12323689E+00
2.49000000E+01	-3.40000000E+00	-3.00000000E+00	-2.45460291E+00	7.72071104E+00	-1.15222797E+00
-3.00000000E+01	3.80000000E+00	-3.00000000E+00	-4.09405769E+00	4.74544246E+00	-2.54653926E-01
-2.39000000E+01	3.80000000E+00	-3.00000000E+00	-3.49647203E+00	4.24974098E+00	-1.32124824E+00
-1.78000000E+01	3.80000000E+00	-3.00000000E+00	-2.78298234E+00	4.16264676E+00	-2.26588330E+00
-1.17000000E+01	3.80000000E+00	-3.00000000E+00	-2.12015657E+00	4.50449241E+00	-3.00136351E+00
-5.60000000E+00	3.80000000E+00	-3.00000000E+00	-1.66273492E+00	5.19547225E+00	-3.45979958E+00
5.00000000E-01	3.80000000E+00	-3.00000000E+00	-1.51750491E+00	6.07427336E+00	-3.59887506E+00
6.60000000E+00	3.80000000E+00	-3.00000000E+00	-1.71837125E+00	6.93573496E+00	-3.40575244E+00
1.27000000E+01	3.80000000E+00	-3.00000000E+00	-2.21844062E+00	7.57874427E+00	-2.89825811E+00
1.88000000E+01	3.80000000E+00	-3.00000000E+00	-2.90096918E+00	7.85318734E+00	-2.12323689E+00
2.49000000E+01	3.80000000E+00	-3.00000000E+00	-3.60661701E+00	7.69499399E+00	-1.15222797E+00
-3.00000000E+01	1.10000000E+01	-3.00000000E+00	-5.62868283E+00	5.38722504E+00	-2.54653926E-01
-2.39000000E+01	1.10000000E+01	-3.00000000E+00	-4.19286900E+00	5.14510506E+00	-1.32124824E+00
-1.78000000E+01	1.10000000E+01	-3.00000000E+00	-2.47857357E+00	5.10256483E+00	-2.26588330E+00
-1.17000000E+01	1.10000000E+01	-3.00000000E+00	-8.86007908E-01	5.26953562E+00	-3.00136351E+00
-5.60000000E+00	1.10000000E+01	-3.00000000E+00	2.13035074E-01	5.60703719E+00	-3.45979958E+00
5.00000000E-01	1.10000000E+01	-3.00000000E+00	5.61977957E-01	6.03627801E+00	-3.59887506E+00
6.60000000E+00	1.10000000E+01	-3.00000000E+00	7.93581726E-02	6.45704955E+00	-3.40575244E+00
1.27000000E+01	1.10000000E+01	-3.00000000E+00	-1.12215413E+00	6.77112043E+00	-2.89825811E+00
1.88000000E+01	1.10000000E+01	-3.00000000E+00	-2.76205952E+00	6.90516916E+00	-2.12323689E+00
2.49000000E+01	1.10000000E+01	-3.00000000E+00	-4.45751338E+00	6.82790134E+00	-1.15222797E+00
-3.00000000E+01	1.82000000E+01	-3.00000000E+00	-5.85845993E+00	6.33318209E+00	-2.54653926E-01
-2.39000000E+01	1.82000000E+01	-3.00000000E+00	-4.29713946E+00	6.46482918E+00	-1.32124824E+00
-1.78000000E+01	1.82000000E+01	-3.00000000E+00	-2.43299490E+00	6.48795944E+00	-2.26588330E+00
-1.17000000E+01	1.82000000E+01	-3.00000000E+00	-7.01220696E-01	6.39717297E+00	-3.00136351E+00
-5.60000000E+00	1.82000000E+01	-3.00000000E+00	4.93891277E-01	6.21366436E+00	-3.45979958E+00
5.00000000E-01	1.82000000E+01	-3.00000000E+00	8.73335780E-01	5.98027468E+00	-3.59887506E+00
6.60000000E+00	1.82000000E+01	-3.00000000E+00	3.48529478E-01	5.75148997E+00	-3.40575244E+00
1.27000000E+01	1.82000000E+01	-3.00000000E+00	-9.58008811E-01	5.58072125E+00	-2.89825811E+00
1.88000000E+01	1.82000000E+01	-3.00000000E+00	-2.74126078E+00	5.50783538E+00	-2.12323689E+00
2.49000000E+01	1.82000000E+01	-3.00000000E+00	-4.58491680E+00	5.54984796E+00	-1.15222797E+00
-3.00000000E+01	-2.50000000E+01	5.00000000E+00	6.76523839E+00	-8.91771397E+00	4.24423210E-01
-2.39000000E+01	-2.50000000E+01	5.00000000E+00	5.80104687E+00	-8.49008050E+00	2.20208041E+00
-1.78000000E+01	-2.50000000E+01	5.00000000E+00	4.64984670E+00	-8.41494576E+00	3.77647216E+00
-1.17000000E+01	-2.50000000E+01	5.00000000E+00	3.58039168E+00	-8.70985035E+00	5.00227252E+00
-5.60000000E+00	-2.50000000E+01	5.00000000E+00	2.84235176E+00	-9.30594722E+00	5.76633263E+00
5.00000000E-01	-2.50000000E+01	5.00000000E+00	2.60802628E+00	-1.00640744E+01	5.99812510E+00
6.60000000E+00	-2.50000000E+01	5.00000000E+00	2.93211976E+00	-1.08072431E+01	5.67625406E+00
1.27000000E+01	-2.50000000E+01	5.00000000E+00	3.73897087E+00	-1.13619566E+01	4.83043018E+00
1.88000000E+01	-2.50000000E+01	5.00000000E+00	4.84021592E+00	-1.15987141E+01	3.53872815E+00
2.49000000E+01	-2.50000000E+01	5.00000000E+00	5.97876341E+00	-1.14622433E+01	1.92037995E+00
-3.00000000E+01	-1.78000000E+01	5.00000000E+00	7.88526412E+00	-9.71943826E+00	4.24423210E-01
-2.39000000E+01	-1.78000000E+01	5.00000000E+00	6.30930293E+00	-9.60858255E+00	2.20208041E+00
-1.78000000E+01	-1.78000000E+01	5.00000000E+00	4.42767801E+00	-9.58910532E+00	3.77647216E+00
-1.17000000E+01	-1.78000000E+01	5.00000000E+00	2.67966471E+00	-9.66555363E+00	5.00227252E+00
-5.60000000E+00	-1.78000000E+01	5.00000000E+00	1.47334599E+00	-9.82008023E+00	5.76633263E+00
5.00000000E-01	-1.78000000E+01	5.00000000E+00	1.09034338E+00	-1.00166100E+01	5.99812510E+00
6.60000000E+00	-1.78000000E+01	5.00000000E+00	1.62007087E+00	-1.02092622E+01	5.67625406E+00
1.27000000E+01	-1.78000000E+01	5.00000000E+00	2.93886076E+00	-1.03530609E+01	4.83043018E+00
1.88000000E+01	-1.78000000E+01	5.00000000E+00	4.73883455E+00	-1.04144357E+01	3.53872815E+00
2.49000000E+01	-1.78000000E+01	5.00000000E+00	6.59977880E+00	-1.03790583E+01	1.92037995E+00
-3.00000000E+01	-1.06000000E+01	5.00000000E+00	7.57307780E+00	-1.06604302E+01	4.24423210E-01
-2.39000000E+01	-1.06000000E+01	5.00000000E+00	6.16763601E+00	-1.09213797E+01	2.20208041E+00
-1.78000000E+01	-1.06000000E+01	5.00000000E+00	4.48960340E+00	-1.09672283E+01	3.77647216E+00
-1.17000000E+01	-1.06000000E+01	5.00000000E+00	2.93072558E+00	-1.07872723E+01	5.00227252E+00
-5.60000000E+00	-1.06000000E+01	5.00000000E+00	1.85493086E+00	-1.04235233E+01	5.76633263E+00
5.00000000E-01	-1.06000000E+01	5.00000000E+00	1.51336924E+00	-9.96090066E+00	5.99812510E+00
6.60000000E+00	-1.06000000E+01	5.00000000E+00	1.98578007E+00	-9.50740592E+00	5.67625406E+00
1.27000000E+01	-1.06000000E+01	5.00000000E+00	3.16187656E+00	-9.16890989E+00	4.83043018E+00
1.88000000E+01	-1.06000000E+01	5.00000000E+00	4.76709272E+00	-9.02443625E+00	3.53872815E+00
2.49000000E+01	-1.06000000E+01	5.00000000E+00	6.42668232E+00	-9.10771315E+00	1.92037995E+00
-3.00000000E+01	-3.40000000E+00	5.00000000E+00	5.98364514E+00	-1.12735921E+01	4.24423210E-01
-2.39000000E+01	-3.40000000E+00	5.00000000E+00	5.44636796E+00	-1.17768146E+01	2.20208041E+00
-1.78000000E+01	-3.40000000E+00	5.00000000E+00	4.80488381E+00	-1.18652302E+01	3.77647216E+00
-1.17000000E+01	-3.40000000E+00	5.00000000E+00	4.20895057E+00	-1.15181980E+01	5.00227252E+00
-5.60000000E+00	-3.40000000E+00	5.00000000E+00	3.79769202E+00	-1.08167343E+01	5.76633263E+00
5.00000000E-01	-3.40000000E+00	5.00000000E+00	3.66711865E+00	-9.92459974E+00	5.99812510E+00
6.60000000E+00	-3.40000000E+00	5.00000000E+00	3.84771351E+00	-9.05006773E+00	5.67625406E+00
1.27000000E+01	-3.40000000E+00	5.00000000E+00	4.29731577E+00	-8.39730246E+00	4.83043018E+00
1.88000000E+01	-3.40000000E+00	5.00000000E+00	4.91096339E+00	-8.11869544E+00	3.53872815E+00
2.49000000E+01	-3.40000000E+00	5.00000000E+00	5.54539709E+00	-8.27928896E+00	1.92037995E+00
-3.00000000E+01	3.80000000E+00	5.00000000E+00	3.90594231E+00	-1.12545575E+01	4.24423210E-01
-2.39000000E+01	3.80000000E+00	5.00000000E+00	4.50352797E+00	-1.17502590E+01	2.20208041E+00
-1.78000000E+01	3.80000000E+00	5.00000000E+00	5.21701766E+00	-1.18373532E+01	3.77647216E+00
-1.17000000E+01	3.80000000E+00	5.00000000E+00	5.87984343E+00	-1.14955076E+01	5.00227252E+00
-5.60000000E+00	3.80000000E+00	5.00000000E+00	6.33726508E+00	-1.08045278E+01	5.76633263E+00
5.00000000E-01	3.80000000E+00	5.00000000E+00	6.48249509E+00	-9.92572664E+00	5.99812510E+00
6.60000000E+00	3.80000000E+00	5.00000000E+00	6.28162875E+00	-9.06426504E+00	5.67625406E+00
1.27000000E+01	3.80000000E+00	5.00000000E+00	5.78155938E+00	-8.42125573E+00	4.83043018E+00
1.88000000E+01	3.80000000E+00	5.00000000E+00	5.09903082E+00	-8.14681266E+00	3.53872815E+00
2.49000000E+01	3.80000000E+00	5.00000000E+00	4.39338299E+00	-8.30500601E+00	1.92037995E+00
-3.00000000E+01	1.10000000E+01	5.00000000E+00	2.37131717E+00	-1.06127750E+01	4.24423210E-01
-2.39000000E+01	1.10000000E+01	5.00000000E+00	3.80713100E+00	-1.08548949E+01	2.20208041E+00
-1.78000000E+01	1.10000000E+01	5.00000000E+00	5.52142643E+00	-1.08974352E+01	3.77647216E+00
-1.17000000E+01	1.10000000E+01	5.00000000E+00	7.11399209E+00	-1.07304644E+01	5.00227252E+00
-5.60000000E+00	1.10000000E+01	5.00000000E+00	8.21303507E+00	-1.03929628E+01	5.76633263E+00
5.00000000E-01	1.10000000E+01	5.00000000E+00	8.56197796E+00	-9.96372199E+00	5.99812510E+00
6.60000000E+00	1.10000000E+01	5.00000000E+00	8.07935817E+00	-9.54295045E+00	5.67625406E+00
1.27000000E+01	1.10000000E+01	5.00000000E+00	6.87784587E+00	-9.22887957E+00	4.83043018E+00
1.88000000E+01	1.10000000E+01	5.00000000E+00	5.23794048E+00	-9.09483084E+00	3.53872815E+00
2.49000000E+01	1.10000000E+01	5.00000000E+00	3.54248662E+00	-9.17209866E+00	1.92037995E+00
-3.00000000E+01	1.82000000E+01	5.00000000E+00	2.14154007E+00	-9.66681791E+00	4.24423210E-01
-2.39000000E+01	1.82000000E+01	5.00000000E+00	3.70286054E+00	-9.53517082E+00	2.20208041E+00
-1.78000000E+01	1.82000000E+01	5.00000000E+00	5.56700510E+00	-9.51204056E+00	3.77647216E+00
-1.17000000E+01	1.82000000E+01	5.00000000E+00	7.29877930E+00	-9.60282703E+00	5.00227252E+00
-5.60000000E+00	1.82000000E+01	5.00000000E+00	8.49389128E+00	-9.78633564E+00	5.76633263E+00
5.00000000E-01	1.82000000E+01	5.00000000E+00	8.87333578E+00	-1.00197253E+01	5.99812510E+00
6.60000000E+00	1.82000000E+01	5.00000000E+00	8.34852948E+00	-1.02485100E+01	5.67625406E+00
1.27000000E+01	1.82000000E+01	5.00000000E+00	7.04199119E+00	-1.04192787E+01	4.83043018E+00
1.88000000E+01	1.82000000E+01	5.00000000E+00	5.25873922E+00	-1.04921646E+01	3.53872815E+00
2.49000000E+01	1.82000000E+01	5.00000000E+00	3.41508320E+00	-1.04501520E+01	1.92037995E+00
-3.00000000E+01	-2.50000000E+01	1.30000000E+01	1.47652384E+01	-2.49177140E+01	1.10350035E+00
-2.39000000E+01	-2.50000000E+01	1.30000000E+01	1.38010469E+01	-2.44900805E+01	5.72540906E+00
-1.78000000E+01	-2.50000000E+01	1.30000000E+01	1.26498467E+01	-2.44149458E+01	9.81882761E+00
-1.17000000E+01	-2.50000000E+01	1.30000000E+01	1.15803917E+01	-2.47098503E+01	1.30059085E+01
-5.60000000E+00	-2.50000000E+01	1.30000000E+01	1.08423518E+01	-2.53059472E+01	1.49924648E+01
5.00000000E-01	-2.50000000E+01	1.30000000E+01	1.06080263E+01	-2.60640744E+01	1.55951253E+01
6.60000000E+00	-2.50000000E+01	1.30000000E+01	1.09321198E+01	-2.68072431E+01	1.47582606E+01
1.27000000E+01	-2.50000000E+01	1.30000000E+01	1.17389709E+01	-2.73619566E+01	1.25591185E+01
1.88000000E+01	-2.50000000E+01	1.30000000E+01	1.28402159E+01	-2.75987141E+01	9.20069319E+00
2.49000000E+01	-2.50000000E+01	1.30000000E+01	1.39787634E+01	-2.74622433E+01	4.99298786E+00
-3.00000000E+01	-1.78000000E+01	1.30000000E+01	1.58852641E+01	-2.57194383E+01	1.10350035E+00
-2.39000000E+01	-1.78000000E+01	1.30000000E+01	1.43093029E+01	-2.56085825E+01	5.72540906E+00
-1.78000000E+01	-1.78000000E+01	1.30000000E+01	1.24276780E+01	-2.55891053E+01	9.81882761E+00
-1.17000000E+01	-1.78000000E+01	1.30000000E+01	1.06796647E+01	-2.56655536E+01	1.30059085E+01
-5.60000000E+00	-1.78000000E+01	1.30000000E+01	9.47334599E+00	-2.58200802E+01	1.49924648E+01
5.00000000E-01	-1.78000000E+01	1.30000000E+01	9.09034338E+00	-2.60166100E+01	1.55951253E+01
6.60000000E+00	-1.78000000E+01	1.30000000E+01	9.62007087E+00	-2.62092622E+01	1.47582606E+01
1.27000000E+01	-1.78000000E+01	1.30000000E+01	1.09388608E+01	-2.63530609E+01	1.25591185E+01
1.88000000E+01	-1.78000000E+01	1.30000000E+01	1.27388345E+01	-2.64144357E+01	9.20069319E+00
2.49000000E+01	-1.78000000E+01	1.30000000E+01	1.45997788E+01	-2.63790583E+01	4.99298786E+00
-3.00000000E+01	-1.06000000E+01	1.30000000E+01	1.55730778E+01	-2.66604302E+01	1.10350035E+00
-2.39000000E+01	-1.06000000E+01	1.30000000E+01	1.41676360E+01	-2.69213797E+01	5.72540906E+00
-1.78000000E+01	-1.06000000E+01	1.30000000E+01	1.24896034E+01	-2.69672283E+01	9.81882761E+00
-1.17000000E+01	-1.06000000E+01	1.30000000E+01	1.09307256E+01	-2.67872723E+01	1.30059085E+01
-5.60000000E+00	-1.06000000E+01	1.30000000E+01	9.85493086E+00	-2.64235233E+01	1.49924648E+01
5.00000000E-01	-1.06000000E+01	1.30000000E+01	9.51336924E+00	-2.59609007E+01	1.55951253E+01
6.60000000E+00	-1.06000000E+01	1.30000000E+01	9.98578007E+00	-2.55074059E+01	1.47582606E+01
1.27000000E+01	-1.06000000E+01	1.30000000E+01	1.11618766E+01	-2.51689099E+01	1.25591185E+01
1.88000000E+01	-1.06000000E+01	1.30000000E+01	1.27670927E+01	-2.50244363E+01	9.20069319E+00
2.49000000E+01	-1.06000000E+01	1.30000000E+01	1.44266823E+01	-2.51077132E+01	4.99298786E+00
-3.00000000E+01	-3.40000000E+00	1.30000000E+01	1.39836451E+01	-2.72735921E+01	1.10350035E+00
-2.39000000E+01	-3.40000000E+00	1.30000000E+01	1.34463680E+01	-2.77768146E+01	5.72540906E+00
-1.78000000E+01	-3.40000000E+00	1.30000000E+01	1.28048838E+01	-2.78652302E+01	9.81882761E+00
-1.17000000E+01	-3.40000000E+00	1.30000000E+01	1.22089506E+01	-2.75181980E+01	1.30059085E+01
-5.60000000E+00	-3.40000000E+00	1.30000000E+01	1.17976920E+01	-2.68167343E+01	1.49924648E+01
5.00000000E-01	-3.40000000E+00	1.30000000E+01	1.16671186E+01	-2.59245997E+01	1.55951253E+01
6.60000000E+00	-3.40000000E+00	1.30000000E+01	1.18477135E+01	-2.50500677E+01	1.47582606E+01
1.27000000E+01	-3.40000000E+00	1.30000000E+01	1.22973158E+01	-2.43973025E+01	1.25591185E+01
1.88000000E+01	-3.40000000E+00	1.30000000E+01	1.29109634E+01	-2.41186954E+01	9.20069319E+00
2.49000000E+01	-3.40000000E+00	1.30000000E+01	1.35453971E+01	-2.42792890E+01	4.99298786E+00
-3.00000000E+01	3.80000000E+00	1.30000000E+01	1.19059423E+01	-2.72545575E+01	1.10350035E+00
-2.39000000E+01	3.80000000E+00	1.30000000E+01	1.25035280E+01	-2.77502590E+01	5.72540906E+00
-1.78000000E+01	3.80000000E+00	1.30000000E+01	1.32170177E+01	-2.78373532E+01	9.81882761E+00
-1.17000000E+01	3.80000000E+00	1.30000000E+01	1.38798434E+01	-2.74955076E+01	1.30059085E+01
-5.60000000E+00	3.80000000E+00	1.30000000E+01	1.43372651E+01	-2.68045278E+01	1.49924648E+01
5.00000000E-01	3.80000000E+00	1.30000000E+01	1.44824951E+01	-2.59257266E+01	1.55951253E+01
6.60000000E+00	3.80000000E+00	1.30000000E+01	1.42816288E+01	-2.50642650E+01	1.47582606E+01
1.27000000E+01	3.80000000E+00	1.30000000E+01	1.37815594E+01	-2.44212557E+01	1.25591185E+01
1.88000000E+01	3.80000000E+00	1.30000000E+01	1.30990308E+01	-2.41468127E+01	9.20069319E+00
2.49000000E+01	3.80000000E+00	1.30000000E+01	1.23933830E+01	-2.43050060E+01	4.99298786E+00
-3.00000000E+01	1.10000000E+01	1.30000000E+01	1.03713172E+01	-2.66127750E+01	1.10350035E+00
-2.39000000E+01	1.10000000E+01	1.30000000E+01	1.18071310E+01	-2.68548949E+01	5.72540906E+00
-1.78000000E+01	1.10000000E+01	1.30000000E+01	1.35214264E+01	-2.68974352E+01	9.81882761E+00
-1.17000000E+01	1.10000000E+01	1.30000000E+01	1.51139921E+01	-2.67304644E+01	1.30059085E+01
-5.60000000E+00	1.10000000E+01	1.30000000E+01	1.62130351E+01	-2.63929628E+01	1.49924648E+01
5.00000000E-01	1.10000000E+01	1.30000000E+01	1.65619780E+01	-2.59637220E+01	1.55951253E+01
6.60000000E+00	1.10000000E+01	1.30000000E+01	1.60793582E+01	-2.55429505E+01	1.47582606E+01
1.27000000E+01	1.10000000E+01	1.30000000E+01	1.48778459E+01	-2.52288796E+01	1.25591185E+01
1.88000000E+01	1.10000000E+01	1.30000000E+01	1.32379405E+01	-2.50948308E+01	9.20069319E+00
2.49000000E+01	1.10000000E+01	1.30000000E+01	1.15424866E+01	-2.51720987E+01	4.99298786E+00
-3.00000000E+01	1.82000000E+01	1.30000000E+01	1.01415401E+01	-2.56668179E+01	1.10350035E+00
